53.34083,-6.26119
53.33794,-6.2529
53.34538,-6.26315
53.34294,-6.25949
53.33243,-6.26494
53.38983,-6.38946
53.35641,-6.45086
53.34837,-6.25916
42.25721,3.10649
38.84079,0.10973
29.26257,-94.83427
53.33843,-6.25517
53.3402,-6.2621
53.34512,-6.25925
43.70537,7.25625
43.7,7.26822
43.7229,7.10991
43.55502,7.01725
41.93357,8.74358
42.72115,1.83822
43.69839,7.28652
43.70203,7.30742
43.77556,7.50595
46.36176,-0.29975
43.77483,7.50263
38.84128,0.11166
43.66283,6.92413
43.69586,7.26026
43.70768,7.25621
43.28632,5.38383
43.29801,5.38114
43.29015,5.36758
48.90475,2.3315
43.56721,7.07404
48.82272,1.98641
51.03434,2.37927
43.77418,7.50109
43.26987,6.63652
43.70065,7.26776
43.55244,7.02194
43.55251,7.01821
44.85394,-0.04252
43.72309,7.39644
43.69815,7.2695
43.76562,7.48725
48.63711,-2.01579
38.75075,-0.04217
38.74478,-0.06708
38.7799,-0.06343
43.67765,7.22847
43.6977,7.26582
43.65852,7.12153
43.69858,7.27451
43.77511,7.50506
44.84013,-0.58082
43.66495,7.15434
43.66315,7.14988
43.72558,7.25545
44.8315,-0.57355
43.56664,7.01629
43.69859,7.28644
43.77183,7.4966
47.05664,-0.8772
47.06745,-0.88493
43.70109,7.27237
43.77542,7.50316
44.83728,-0.57657
43.66264,7.15047
43.70175,7.26714
43.69719,7.26284
43.69611,7.26604
43.72293,7.1095
48.29786,4.07447
53.33919,-6.26153
48.85023,2.34735
43.70064,7.2873
43.65474,7.15159
48.8594,2.34849
48.85615,2.35658
43.69777,7.26526
43.69847,7.2739
44.93027,4.89116
47.46662,-0.55305
50.6378,3.06175
43.6978,7.25611
43.77481,7.49954
43.69073,7.24284
43.567,7.01626
43.11907,6.12843
46.58064,0.34
42.95817,-85.62585
42.92884,-85.58608
38.60217,-0.04693
38.83566,0.10406
38.8252,0.01933
53.33747,-6.25143
53.34424,-6.26066
53.35988,-6.26127
53.3477,-6.25913
53.32961,-6.23182
53.85557,-9.29944
53.38147,-6.59122
54.80009,-7.7793
53.45704,-6.22141
53.85462,-9.30271
53.85402,-9.30597
51.89721,-8.4748
51.89647,-8.47294
53.85848,-6.5406
53.32265,-6.23799
53.3339,-6.24588
53.27889,-9.0213
53.32447,-6.25322
55.13302,-7.45201
53.27441,-9.05077
51.8987,-8.47086
51.87718,-8.43287
52.13808,-8.27539
52.13625,-8.64284
51.91547,-8.17386
53.31665,-6.33368
51.74483,-8.73768
51.81458,-8.39195
51.89838,-8.47313
51.91504,-8.47011
52.98001,-6.0389
53.20127,-6.11096
53.1706,-6.53308
52.67647,-6.29121
52.50116,-6.5689
53.52499,-7.34384
53.42303,-7.93616
52.26148,-7.10909
52.08925,-7.62087
52.67934,-7.81146
52.86454,-8.19927
52.35274,-7.70337
54.27257,-8.47372
54.26685,-8.46992
54.08855,-8.51584
53.63139,-8.19036
53.76676,-8.48811
52.83488,-6.92847
54.117,-7.58305
53.86341,-7.20704
54.10121,-7.44306
54.07328,-7.08132
52.84429,-8.98259
52.71128,-8.8807
51.88793,-8.59202
51.88111,-8.51154
54.76178,-8.41339
54.65413,-8.10729
54.63672,-8.44386
54.94942,-7.73771
55.18918,-7.03875
54.87329,-7.59916
53.30119,-6.17728
53.32131,-6.39236
53.38791,-6.20082
53.33564,-6.26535
53.2777,-6.10519
53.2921,-6.24567
53.40383,-6.30228
53.34023,-6.3206
53.35424,-6.39384
53.35555,-6.36927
53.34324,-6.2595
53.29225,-6.13594
53.26729,-6.13668
53.35916,-6.44601
53.45083,-6.15351
53.32262,-6.26552
53.2786,-6.21553
53.28858,-6.19917
53.45389,-6.21822
53.28799,-6.36266
53.29903,-8.74628
53.29113,-8.98704
53.27638,-9.06349
53.28582,-9.03353
53.1985,-8.56907
53.51521,-8.85146
52.05889,-9.51164
52.26986,-9.70414
52.99247,-6.98609
53.33946,-6.539
53.29221,-6.6867
53.40047,-6.66648
53.21698,-6.66423
53.18241,-6.79437
52.65214,-7.25332
53.03242,-7.29785
54.30456,-8.17611
52.66677,-8.56862
53.27333,-7.49364
53.27261,-7.82804
53.34329,-7.05026
54.24842,-6.96907
54.17934,-7.23199
54.11584,-6.73331
53.97531,-6.71862
53.55717,-6.78984
52.34066,-6.46278
53.65349,-6.68813
53.62276,-6.9189
53.51117,-6.4001
53.80039,-9.52032
53.71972,-8.99885
54.22367,-9.98965
53.76232,-8.7641
53.62402,-9.22211
54.11364,-9.15471
54.00465,-6.40242
53.71499,-6.35202
53.72879,-7.8012
53.77819,-7.49798
53.69636,-7.60905
52.45178,-9.05881
52.66106,-8.62973
52.63941,-8.64678
52.51979,-8.7176
48.83925,-0.88879
48.84014,-1.04706
28.2607,-81.43577
28.26202,-81.43437
28.30457,-81.4403
49.48899,8.46602
43.35743,-5.86113
51.93321,-8.56517
-33.08524,151.50304
43.36932,-79.82379
27.77812,-82.63151
53.60737,-7.9405
53.42733,-9.27008
46.17041,-67.60407
49.49118,0.10654
43.76608,7.48859
25.80956,-80.36915
48.78307,2.04279
48.86744,-0.8693
48.89434,2.31249
43.70204,7.27973
43.66699,7.21442
43.54901,6.95612
47.80249,10.55211
42.01076,3.18564
48.93852,-1.03485
42.808,0.59657
41.50949,-80.4849
49.40687,3.05218
48.38323,2.80186
42.56371,3.03472
44.10508,3.08841
-30.4965,153.02209
50.81894,2.17881
44.73577,5.11928
43.81785,2.7509
44.73838,1.27584
48.65513,2.30425
43.69803,7.27223
43.65939,7.19309
43.13263,-89.29089
53.40423,-6.24611
24.5565,-81.80346
53.39538,-6.39003
53.85343,-9.30589
51.02199,2.29663
51.02288,2.33634
50.93216,1.79875
50.72774,2.30547
50.73005,1.67844
50.51405,2.6834
50.51153,2.6121
48.97789,4.35684
43.32668,-0.33087
48.85564,2.41613
48.90108,2.33253
47.92153,1.98642
53.32635,-6.22517
48.83987,-0.89077
33.28761,-111.88787
33.53166,-112.2646
43.05612,-89.52221
43.13698,-89.30065
